Team No,Year,Segmented Text
5,2022,We were also able to insert malware hidden in an image through the method of steganography that we just talked about.
5,2022,"And for number four, we were also able to prevent the, we were also able to prevent the camera from operating, but we were still able to alter that without making it stop its movement."
5,2022,"Hence, we specifically targeted the functionality, which is taking images of the robot."
5,2022,"And lastly, the first attack that we implemented was the high impact on availability of the robot itself through the DoS attack that we were just talking about."
5,2022,"And yeah, I think this concludes everything."
5,2022,And open from the door.
6,2023,Physical access and exploitation answer  attacker can also gain physical access to a construction site and gain access to a robotic system.
6,2023,"In this case the robot's sensor and camera data storage can be destroyed, destroyed, or stolen sensitive information and signals intercepted (interrupts communication between the robotic system and central server through signal jamming devices) This causes the robot to fail or sensitive data Can be lost. Sabotaging sensors by placing deceptive objects or objects in the path of the robot or obstructing its sensorsPhysical access and exploitation answer  attacker can also gain can mislead the attacking robot into making wrong decisions For example, false obstacles installation may damage the robot's mechanism or even delay the operation GPS Spoofing , if the GPS for robot navigation Relying on the above, the attacker can use GPS spoofing techniques to change their perceived location. This can cause the robot to operate in the wrong place or follow a potentially dangerous path."
6,2023,Robot objects The main weak point is the robot object itself.
6,2023,"Although these machines are designed to be productive, they can become vulnerable if not properly protected."
6,2023,"Attackers can compromise autocontrol systems, allow unauthorized access and manipulate robot actions Also control and coordinate robot operators Control systems are important Weaknesses in these systems can enable attackers control robots, which can cause accidents, damage to equipment, robots."
6,2023,Ensuring the security of these control systems in the midst of loss or loss of sensitive data is of the utmost importance.
6,2023,Implement strong access controls to ensure that only authorized personnel can access and control the robot agent and its systems. Use strong authentication methods and restrict physical access to the robot.
6,2023,Regular software updates update both software and firmware to fix known vulnerabilities. Implement a robust update mechanism and apply security patches regularly.
6,2023,"Construction companies or individuals try to sabotage a competing project by sabotaging the construction process by using robots and even stealing data. As mentioned, robots assemble the project the mouth of important information."
6,2023,Cybercriminals can steal this data or target it for competitive advantage.
7,2023,"During navigation, ROS relies on various data retrieved from the host computer and robot sensors to ensure correct system execution."
7,2023,Tampering with any of this data can have dangerous consequences.
7,2023,"Our team identified three areas of attack: memory data, sensor data, and user data. In the case of memory data, one potential attack involves modifying the map created using SLAM used in the navigation."
7,2023,"By modifying the map's metadata, such as its resolution, origin position, width, and height, the robot's perception of its surroundings would be manipulated."
7,2023,"Another critical data component for the Navigation algorithm is the /map data. By substituting the original /map data with modified data, false obstacles can be introduced into the map."
7,2023,"This manipulation may lead to system crashes, as the robot struggles to establish accurate correlations between its sensors and the manipulated ""/map"" data. Sensor data is also vulnerable to manipulation, such as the ""/odom"" data used for position estimation. By maliciously tampering with the ""/odom"" information, the robot's movements can be compromised, potentially resulting in collisions or deviations from routes."
7,2023,"While exploring methods to disrupt the robot's functionality discreetly, an area of vulnerability was discovered in the ""/scan"" topic of the lidar sensor."
7,2023,By manipulating the values various detrimental effects can be induced.
7,2023,"These include erratic behaviour, reduced effectiveness, and the ability to force the robot to disregard obstacles, leading to collisions. Modifying the scan's maximum and minimum range can significantly impair the robot's responsiveness and precision without raising suspicion."
7,2023,The third strategy involved directly manipulating user-related data.
7,2023,"For instance, modifying the system's /clock data would result in incorrect information across all methods, leading to erratic behaviour and accidents."
7,2023,"Similarly, by manipulating the waypoints generated by the global planner, which the robot must reach before its goal, the robot's movement can be manipulated and potentially cause collisions."
7,2023,"Regarding user input, the system retrieves the user's desired goal."
7,2023,Impersonating an authorized user gives the opportunity to modify goals leading to possible collisions.
7,2023,"Additionally, by manipulating the ""/global_costmap"" or ""/local_costmap"" topic, false information can be sent to alter the robot's navigation behaviour."
7,2023,"For instance, the temporary introduction of fake obstacles around the robot can force it to halt, resulting in significantly longer runtimes and reduced battery efficiency."
7,2023,"Finally, a comprehensive attack also involves modifying parameters in the rosparam server's configuration."
7,2023,This affects nodes that rely on these parameters.
7,2023,"For example, modifying the robot description, AMCL configuration, laser scan ranges, local planner configuration (maximum velocities), base_link name, and base footprint can lead to significant data manipulation."
7,2023,"Several critical issues can arise if an attack occurs on the /initialpose node within the ROS ecosystem, specifically involving the manipulation of robot localization. The /initialpose topic is responsible for publishing the initial pose of the robot in its environment."
7,2023,"An attack on this localization node can result in mislocalization of the robot, disrupting the accuracy of navigation and mapping algorithms, which in turn affects velocity and effort control."
7,2023,"Moreover, tampering with the /joint_states topic can result in the robot perceiving its joints in incorrect positions or velocities, leading to improper movement and potentially unsafe states. Similarly, altering the ROS_MASTER_URI of the robot's computer can compromise its operation, causing malfunctions, especially when connected to other IPs within the network."
7,2023,"The ROS network relies on a clock for synchronizing nodes and topics, so any modifications to the /clock topic can disrupt time synchronization within the system."
7,2023,"Additionally, the rosparam server plays a crucial role in managing configurations for various nodes, including localization, planning, and obstacle avoidance."
7,2023,"Manipulating these configurations, such as /robot_description, frequency settings, global frame, and more, can result in errors affecting localization, planning, and low-level control."
7,2023,"Furthermore, invalid information in the /tf tree transforms topic can compromise the robot's operation, especially for autonomous navigation tasks, where accurate data is vital."
7,2023,"Excessive calls to services and high-frequency data publishing can overwhelm ROS and the robot's computational resources, potentially leading to system collapse."
7,2023,"At a global level, rosservice handles services required for the robot's operation, including planning parameters and map updates."
7,2023,Unauthorized changes or resource saturation through service calls can disrupt the operation.
7,2023,"Additionally, it's essential to note that ROS nodes lack authentication or data validation, making them vulnerable to data manipulation attacks."
7,2023,"For instance, modifying laser scan data or publishing malformed information can cause the robot to behave unpredictably, potentially endangering people and disrupting its intended tasks. Moreover, unauthorized access to the robot's file system via SSH can lead to data tampering or leakage, affecting the project's integrity and functionality. Lastly, disrupting communication between the robot and its host computer by delaying transmitted information provides an opportunity to significantly alter the robot's behavior without immediate detection, potentially leading to accidents over time."
7,2023,These various attack vectors form part of a comprehensive strategy to compromise the system and its operation.
7,2023,"Leaving a backdoor in the computer or encrypting the data can also be considered, permanently delaying system operations."
7,2023,"In ROS, certain components, such as nodes, topics, and services, are susceptible to security risks as they facilitate communication among various parts of a robotic system."
7,2023,Failure to implement adequate security measures can lead to the exploitation of vulnerabilities.
7,2023,"Of particular concern is ROS 1, which is even more vulnerable to such attacks due to its lack of authentication and encryption in communication. Additionally, the global readability and writability of rosparam pose significant security risks having the configurations that the ROS nodes need for localization, navigation and sensor processing."
7,2023,"One critical area of concern involves sensitive data related to robot localization, which is exposed through topics like /pose, /data, and /odom. These topics can divulge valuable information about the robot's operations and become highly detrimental if tampered with by malicious actors."
7,2023,"The underlying vulnerabilities in ROS components are primarily rooted in the absence of authentication, encryption, inadequate access control, insecure communication practices, and insufficient input validation. Addressing these issues is paramount to enhancing the overall security of robotic systems utilizing ROS. Some of those problems were mapped at https://robotica.unileon.es/vmo/pubs/waf2016.pdf, a paper that suggests encryption for ROS communication. There are several crucial steps that can be taken to fortify the security of ROS components."
7,2023,"These measures encompass implementing robust authentication and access control mechanisms to restrict unauthorized access, securing communication channels through encryption - as pointed out in the paper cited above - to protect the integrity of data exchanged between nodes and topics, conducting regular security audits and testing, including code reviews, to identify potential vulnerabilities, enforcing strict input validation to prevent common security issues, and implementing rate limiting to prevent malicious activities and safeguard system resources."
7,2023,"By systematically integrating these security practices within ROS, the system can significantly reduce its vulnerability to cyber threats, ensuring secure and reliable robotic operations require ongoing vigilance and adherence to evolving security practices."
7,2023,"After the Stuxnet incident, the cybersecurity community received unequivocal evidence of the devastating potential of attacks on Cyber-Physical Systems (CPS)."
7,2023,"It is an undeniable fact that the increasing number of connected devices in today's world has created a vast attack surface, and this poses significant risks, especially when these systems control substantial machinery, such as excavators."
7,2023,Our primary objective in undertaking this challenge is to gain a deep understanding of how to infiltrate and compromise these systems so that we can propose more robust security solutions.
7,2023,"We've also encountered previous works that aimed to create tools to exploit ROS vulnerabilities: https://github.com/jr-robotics/ROSPenTo and https://github.com/seanrivera/rosploit, which shows how relevant this theme can be."
7,2023,"Additionally, we seek to highlight the severe consequences of such attacks in order to raise awareness of the prevailing security vulnerabilities in many contemporary systems."
7,2023,"For instance, taking control of a robot like an excavator can result not only in data breaches but also in the commandeering of a large, autonomous machine moving unpredictably around a construction site."
7,2023,"This presents the potential for harm to individuals, property, and other equipment, emphasizing the urgent need for improved cybersecurity measures."
7,2023,Abstract:  This poster aims to generate innovative ideas aimed at  compromising  the data and operations  of a specific robotic system.
7,2023,"The attacks  on the  robot encompass multiple goals, including the alteration of predefined  paths , elongation of waypoint durations , and compromising overall  availability."
7,2023,"By exploring these attack vectors, this work sheds light on  potential risks of autonomous operations."
7,2023,"Network Infiltration & File access: Two steps are required for this task: Router Access and Robot  Credentials. The first task requires understanding how secure the router is,  if the WPS access open option is enabled in the router, the process would  be simple."
7,2023,"However, if only WPA is available, Bruteforce would be  necessary."
7,2023,Dictionaries will be used in order to speed up the process.
7,2023,"Furthermore, based on known characteristics of the password the attack  will be narrowed down."
7,2023,The attack pattern  is as follows:  Scan Networks to find objective.
7,2023,Check If any pre-set attack is able to crack the password (Wifite).
7,2023,Deauthenticate a client to capture handshake.
7,2023,Use captured handshake to try passwords on Dictionary.
7,2023,"If the router is not well protected, the second step will have a successful  result."
7,2023,"If these options fail, the password would be discoverable as long as  it is inside the created dictionary."
7,2023,"This attack pattern allowed for deauthentication testing, which is a way to  perform a DoS attack on the system, spoiling the robots communication."
7,2023,"After getting the wifi password, we follow the same logic to crack the  credentials for ssh connection to Bobs computer, but with different tools."
7,2023,CUPP is useful to create the profiled dictionary and then with Hydra we  can use bruteforce to access and look for the robots ssh credentials file.
7,2023,"Attacks:  In order to achieve the set objectives, the following attacks have been  carried out:  Alteration of predefined paths:  AMCL modification (Mislocation),  Clearing lidar (Disable local planner)."
7,2023,Elongation of waypoint durations:  Changing xy-threshold for set time.
7,2023,"Compromisation of robot availability:  LIDAR attacks,  Increasing robot footprint, AMCL attack  (Localization accuracy),  Planner attack."
7,2023,"Results: Following the steps mentioned under the Network infiltration and file  access, the network is penetrated  and the  files  (ssh credentials and  project file) are extracted successfully ."
7,2023,"Furthermore, the  attacks  carried  out have been  successful  at alternating the predefined paths, elongating  the waypoint durations, and compromising robot availability."
7,2023,We are from King Abdullah University of Science and Technology in Jeddah.
7,2023,So the real challenge that we're facing nowadays with automation is the possibility of these autonomous systems being hacked.
7,2023,"And the consequences can range from maybe data being leaked and that could make a company lose, what, millions on millions of dollars and ranging to human even getting hurt."
7,2023,That was the worst case scenario.
7,2023,So we hope that through this competition we could spread awareness and to show by attacking that robot that we were given that this is a real challenge that should be taken seriously in the real world.
7,2023,"And now to talk to you more on the technical aspects of it, my teammates."
7,2023,"Okay, I'm going to focus a little bit on the first part of this challenge."
7,2023,"Obviously, when we're working in a truly vehicle , we have a network that everyone is connected to where they have the communications."
7,2023,"That's in the case that this little thing comes in hand, and this is a Wi-Fi interface."
7,2023,It has pretty much a lot of uses.
7,2023,Like for people that doesn't have Wi-Fi in their computer like that.
7,2023,But also tools like Kali Linux and airmon can make us turn this into a weapon almost.
7,2023,"We change it to the monitor mode, we were able to now use a tool called airodump to check around the network, to start sniffing around the network and found the network of our dear Bob."
7,2023,"As we say, the first vulnerability of a system is humans."
7,2023,So then we use the tool called wifite to start cracking the password.
7,2023,And we decided to go to the white businesses  use Wi-Fi because it will first check a little bit of information about the router to be sure it has like WPS access or something like that will be easy to crack.
7,2023,We thought that was okay.
7,2023,"We can use brute force attacks, we can use dictionary attacks."
7,2023,And here is the thing.
7,2023,"A lot of people say, oh, my password is safe."
7,2023,"It's eight characters, it's impossible to crack."
7,2023,The thing is that we have files like rockyou dictionary that have 20 million real passwords that have been leaked to the public.
7,2023,"So with that dictionary, we were able just to run it."
7,2023,"In less than three minutes we had the password, and now the network is compromised."
7,2023,And my friend is going to explain us what we can do in that moment.
7,2023,So the next step was to go into Bob's computer.
7,2023,"We fortunately had some social engineering information about him, so we were able to create a dictionary."
7,2023,"Our first idea was to use CUPP, which is a script that generates passwords based on social engineering."
7,2023,"We tried it, but without the right constraints."
7,2023,"It was generating a huge file that we couldn't use, so it would take too much time."
7,2023,We didn't pass John the Ripper before.
7,2023,That's why we didn't use the tool.
7,2023,"But fortunately, we had Python skills, and we made a script in Python that would append the strings that we had in the hint."
7,2023,"And with all the other hints that we got here of the string size, we were able to generate a very minimal dictionary and then use Hydra to get inside the Bob's computer."
7,2023,"Okay, well, where is it?"
7,2023,"That's good, but we got to really damage the system, so we have to need access to the robot. Sadly enough, again, the human made a mistake and let us the key to the robot registered robot in the computer."
7,2023,"But Bob thought he was smart and encrypted the key for us. But we were easily managed to use his smart hints, like him to find the encryption he used. And we have the password easily."
7,2023,Now we can move on to the robotics.
7,2023,"Okay, inside of the robot, once we have access to the robot and yeah, mainly to the robot, I pointed the laptop to the main computer, that is the ROS Master."
7,2023,And now we started the challenge of modifying the predefined path.
7,2023,"So in the first part, we received the current waypoint that was sent to the mob base. And then we cancel the waypoint."
7,2023,"And then we loaded the local costmap and the global costmap and gave some random points around the space to get the valid points that the robot could go. And then randomly we choose a different position and send the robot to a different location after that for the human, but we didn't have the time to test it. Given that the humanÕs height is less than the robot, we can easily send the robot there."
7,2023,"And for the case of the cement silo, we just deactivated the obstacle layer and also the static layer and also the inflation layer of the global costmap in the move_base."
7,2023,And then we have all the real space to go and hit the obstacle.
7,2023,"Right after that, we perform the elongation of the waypoint durations."
7,2023,So we use the dynamic reconfiguration of some parameters to change the ROS parameters on flight.
7,2023,And for that we change the x and y threshold.
7,2023,"So when the robot arrives to the position, it will wait longer to get and move around until a certain threshold, an error will be achieved for the robot. After that, we also put with a dynamic reconfiguration all the velocities of the planner for the robot, so the robot will stop, for example, 20 seconds."
7,2023,"We confirm the waypoint, waiting for 20 seconds."
7,2023,And the next part will be in charge of Nouf to explain the compromising the robot availability.
7,2023,"And to compromise the robot's availability, we first started attacking the lidar attack."
7,2023,So it includes both of these.
7,2023,"So first, it's basically introducing noise into the environment."
7,2023,"Here you can see it is randomized noise, if you can see from that far away."
7,2023,"And another method as well is creating the circle around it of noise so that the robot thinks that it is surrounded and there is no way out. Now, another way is increasing the robot's footprint, which is visualized here, which is basically the area that the robot is occupying. So once that is enlarged enough, the robot just cannot move, after which is the AMCL attack. So localization accuracy was decreased by decreasing the AMCL particles down to a minimum number so that it is difficult for the robot to configure where it is exactly and what is the best path to the final destination."
7,2023,"And finally, it's the planner attack as well, which is setting basically velocity to zero, which basically stops the robot from moving."
7,2023,"And we combined all of these together, which allowed us to entirely damage the robot's availability."
7,2023,And thank you very much.
8,2023,"External computer is the main entry point to the network, a rubber ducky could be used to access the WPA2 password file to allow a bad actor to compromise the network."
8,2023,"Once the network is compromised, a bad actor can subscribe to the ROS master and begin calling service nodes. If any ROS service parses data in an unsafe manner, such as a common vulnerability in the widely used action library (https://github.com/aliasrobotics/RVD/issues/2401), then that opens the door to remote code execution attacks."
8,2023,"If a node is running with the right permissions, a bad actor can send python commands to access the robot filesystem and therefore the sensitive file."
8,2023,"Once the hacker is in the network there are numerous attacks that can be done to modify the ROS streams between the external computer and the robot. Since communication between a ros slave and master is bidirectional, a user must first connect to the network and to the ros master(the robot) prior to beginning numerous attacks. Once connected, the robot's ROS services could be vulnerable to a buffer overflow attack which can allow us to allow bad actors to access variables outside of the service function, this is only useful if the node is running as the sudo user or with elevated permissions. We can also DOS attack the Master node by sending multiple service commands to the ros node, which could potentially take enough CPU usage to crash a vital node needed to keep the robot functioning. Another very likely attack is a Man In The Middle Attack between the external computer(the slave) and the robot(the master). This can be done by ARP poisoning in which we spam ARP replies dictating to the external computer that we're the robot and to the robot that we're the computer. A more practical example is modifying the velocity values that the robot is sending to the external computer to zero, which could cause the SLAM algorithm to output the wrong position and cause the robot to go the wrong direction to correct this allows us to practically remotely control the robot."
8,2023,(https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9307107)  The most vulnerable component in this system is the connection between the external computer and the robot.
8,2023,The robot's reliance on this link for guidance makes it susceptible to the MITM (Man-in-the-Middle) attack we discussed earlier.
8,2023,This connection is like a critical conduit that facilitates the flow of data and instructions between the robot and its external controller.
8,2023,"Any compromise or breach in this pathway could lead to dire consequences, potentially allowing unauthorized access to the robot's functions and data."
8,2023,This vulnerability underscores the necessity for robust security measures to safeguard this pivotal junction in the system.
8,2023,"To improve the security of the robotic system, several key modifications can be implemented."
8,2023,"Firstly, encryption should be employed throughout the system to secure data transmissions, with the use of protocols like TLS."
8,2023,"Proper access control and permissions should be established, limiting access to authorized personnel and role-based permissions."
8,2023,Network security can be fortified by upgrading to WPA3 for Wi-Fi communication.
8,2023,"Additionally, the deployment of firewalls and intrusion detection systems (IDS) can monitor and filter network traffic, alerting to any suspicious activity."
8,2023,Regular software updates and adherence to secure coding practices are essential to patch vulnerabilities.
8,2023,"Strong authentication mechanisms, like multi-factor authentication (MFA), can be implemented, and physical security measures should be taken to prevent tampering."
8,2023,User training and awareness programs can educate operators about cybersecurity risks and best practices.
8,2023,"Industrial espionage emerges as a motivation, where competitors seek to gain unauthorized access to the robot's sensory data and proprietary technology, allowing them to leapfrog ahead in the market."
8,2023,"Sabotage, another incentive, holds the potential to disrupt crucial production processes, resulting in severe financial losses and reputational damage."
8,2023,"Additionally, ransom-based motivations arise when malicious actors aim to hijack the robot, demanding significant monetary compensation for its release, particularly impactful when the system is vital to core business functions."
8,2023,"Data theft remains a constant threat, as hackers may exploit the system to access sensitive customer information or valuable intellectual property, either for resale or malicious exploitation in subsequent cyberattacks."
8,2023,"Environmental risks also loom, especially in settings where the robot operates in hazardous conditions or ecological monitoring, as a compromise could lead to environmental damage and legal liabilities."
8,2023,Competitive advantage-seeking actions manifest when rival companies target the robot to disrupt supply chains or gain an edge in their industry.
8,2023,"Furthermore, military or defense applications introduce the prospect of hostile cyber warfare, where adversaries seek to compromise the robot for strategic disruption or intelligence gathering."
9,2023,"We, as a team, will be approaching this as a red team engagement."
9,2023,So we will do recon using Wireshark to capture the data sent to and from the robots.
9,2023,given we have access to the WiFi access point.
9,2023,"If we don't, we will implement the technique of brute-forcing our way into the network and then do the recon."
9,2023,"After recon is done, we will identify the protocols the robots are using to communicate and start the enumeration process (finding vulnerable services)."
9,2023,"Starting with layer 0, we would try to feed false data to the sensors or tamper with the hardware itself."
9,2023,"Layer 1: Try to identify any vulnerabilities with the robot's computer (Ubuntu Linux), attempt to hijack the SSH session between the external computer and the robot's computer, and attempt a MAC address spoofing attack."
9,2023,Layer 2: Check if the ROS master still has the RCE exploit.
9,2023,Layer 3: Attempt to tamper the sensors data (Jam the navigation system signals).
9,2023, Data could be intercepted and used for false visualization.
9,2023,"Robot's computer, because it might be vulnerable to new exploits developed every day for Ubuntu Linux. The connection between the robot's computer and the external computer could be hijacked. The sensors of the robot could be tampered with to feed false data. Audit the robot's movements regularly , If possible, implement an IPS solution to the robot's system."
9,2023,Update the ROS master regularly.
9,2023,Encrypt the connections between the robot's computer and the external computer.
9,2023,Implement network tunneling using a VPN and secure it with a TLS/SSL layer.
9,2023,"Our motivation would be to secure the system by finding the ""holes"" in it and try to fix them."
10,2023,"To compromise the data collected by the robotic system, one approach could be to intercept the data transmission between the robot and the external server. This could involve conducting a man-in-the-middle attack on the wireless communication between the robot and the server. Another method might be exploiting vulnerabilities in the data storage and transmission protocols used by the robot."
10,2023,"By gaining access to the stored data or manipulating the data in transit, an attacker could compromise the integrity and confidentiality of the collected data."
10,2023,"Compromising the operation of the robotic system could involve sending malicious commands to the robot computer, causing it to perform unauthorized actions. This might be achieved by exploiting vulnerabilities in the Robot Operating System (ROS) or weaknesses in the communication between the robot computer and the actuators and sensors. Another approach could be to disrupt the robot's navigation system. By introducing false sensor data or interfering with its sensors, an attacker could cause the robot to make incorrect decisions, potentially leading to collisions or mission failure."
10,2023,"The most vulnerable components of the system may include the wireless communication module (router) and the data transmission protocols (especially if they lack encryption and authentication measures). These components are critical for data exchange and may be susceptible to attacks. The external computer acting as the data server could also be vulnerable, as it may not have adequate security measures to protect against unauthorized access or data breaches."
10,2023,"Additionally, the robot's autonomous control system (ROS) may contain vulnerabilities, especially if it is ROS 1 with fewer security features."
10,2023,"To make the system less vulnerable, several modifications could be implemented:  	Implement strong encryption and authentication for data transmission to protect data integrity and confidentiality."
10,2023,Regularly update and patch the ROS system to address known vulnerabilities and enhance security.
10,2023,"Enhance network security, including intrusion detection and prevention measures, to safeguard against unauthorised access."
10,2023,Introduce redundancy and fail-safes in navigation and control systems to mitigate the impact of potential attacks.
10,2023,Implement continuous monitoring and auditing of the system for early detection of anomalies.
10,2023,"Personally, our motivation to compromise the described robotic system in the context of this competition stems from a genuine interest in exploring and understanding the intricacies of cybersecurity within the construction industry."
10,2023,"As students, we believe that hands-on experience with real-world systems is invaluable for learning and career development."
10,2023,"By participating in this competition, we aim to apply my knowledge and skills to identify potential vulnerabilities and propose solutions, all in a controlled environment."
10,2023,"It provides an opportunity to test our abilities and gain practical insights into the challenges associated with securing robotic systems used in construction. Furthermore, as the construction industry is rapidly adopting automation and robotics, we recognize the growing demand for cybersecurity expertise in this field. Being able to successfully address cybersecurity concerns in construction robotics could potentially open up promising career opportunities in a niche and evolving sector. Ultimately, our motivation is driven by the desire to contribute to enhancing the security of construction robots and ensuring the safe and reliable operation of these systems in real-world construction projects."
11,2023,There are two primary attack methods for the system in question: Man in the Middle (MITM) attacks and Denial of Service (DOS) attacks.
11,2023,"These involve gaining access to the wireless network and tricking both the robot and the external computer through an Address Resolution Protocol (ARP) poisoning attack, allowing us to infiltrate the system network."
11,2023,The attacks first presuppose that we are able to access the wireless network.
11,2023,"Most wifi networks tend to use WPA security, which only requires a correct passphrase."
11,2023,This security can be easily bypassed by tools such as airmon-ng which can use deauthentication to extract a 4-way handshake from a router and its connected devices.
11,2023,"Once the handshake is extracted, the tool can iterate either through a wordlist or perform a brute force attack to correctly determine the password."
11,2023,"The brute force attack can also be made more efficient through tools such as Hashcat, which can use rule-based attacks (e.g."
11,2023,if we know information such as the password length or a general pattern).
11,2023,"Once network access is granted, then we gain full access to the ROS master."
11,2023,This means that we are able to access and view all the data that is being published throughout the system. The network access also allows us to manipulate the data that is being passed within.
11,2023,We can use tools such as Ettercap for ARP poisoning in order to act as a MITM.
11,2023,This enables data manipulation and filtration.
11,2023,"For instance, we can run our own node that publishes to an existing topic."
11,2023,"Flooding the /scan and /map topics, for instance, can jeopardize the robot's ability to create a proper visualization of the map."
11,2023,It is also possible to use steganographic tools such as steghide to embed hidden information within data such as images.
11,2023,"These infected images can be passed onto external computers. If the malware within these files is activated, then we would be able to gain backdoor access to these external computers Ófurther compromising the system."
11,2023,"Alternatively, a filter can be implemented to limit the stream of information."
11,2023,This allows us to fully replace the published information with our own data before the subscribers receive it. We can even prevent the subscribers from receiving any data at all.
11,2023,The effects of this can thus range from erroneous data to a complete DOS.
11,2023,Methods of gaining access to the system are discussed in Q1.
11,2023,Compromising the operation of the system involves a number of different approaches with varying degrees of influence.
11,2023,"The objective will be to take control over the robot while ensuring the client is unaware of the interruption for as long as possible - as such, an ideal approach would be to interfere with robot behavior while passing data to the client that suggests otherwise in order to maximize the time we may maintain control of the system before defensive measures are taken by the client."
11,2023,"For example, this can be done by passing falsified telemetry data that matches expected behavior based on client input."
11,2023,"This is limited, however, by the inability to forge convincing data from some other sensors, such as LiDAR sensor data, which will obviously be a much more complex task."
11,2023,"If it is the case that the robot follows a repeating path, however, one way to circumvent this could be to record sensor data for one cycle and feed it back to the client in a repeating loop, which will be successful in hiding the system's compromise until the client provides a user input. Failing the above, one can send one's own commands while simply cutting off communications between the robot and the client or publishing nonsensical sensor data, gaining operational control of the system but immediately alerting the client to an intrusion into the system. In either case, once control of the robot is established, the robot can then be directed to simply stop operating, self-destruct (driving it into a ditch, down a staircase, into the path of another vehicle, etc."
11,2023,", or execute a more specialized function that aligns with the particular goals of a bad actor."
11,2023,The foremost and most critical vulnerability of this system is the wifi router.
11,2023,"This component acts as the bridge between the robot and the client, and thus handles all of the information exchange between the two entities."
11,2023,"For a bad actor aiming to execute a man-in-the-middle attack, for example, the router is then an ideal point of entry."
11,2023,"It is also the most easily accessible component, and lacking advanced security & authentication measures it can be compromised easily by the method described in Question 1."
11,2023,"An additional vulnerability is the external computer used by the client - once access is gained to the robot through the router, it is then possible to target the client's device itself by sending erroneous data or malicious files from the robot. This compromises the system in that depending on the content injected into the computer, it can provide misleading data to the client about the behavior of the robot, or outright disable the client from accessing the robot altogether."
11,2023,"The external computer may store crucial intellectual property (blueprints, schematics) that could be stolen."
11,2023,"The robot itself is also vulnerable, though less from a security standpoint and more from the perspective of Human-Robot Interaction (HRI). There are many environments in which robots work alongside humans."
11,2023,"In these situations, the safety of the humans involved are paramount. As a result, the robots should be viewed as elements requiring greater security due to their potential for greater collateral damage. If a malfunction causes a robot to cause human harm, then the consequences could lead to even the elimination of autonomous systems within the environment Ósomething especially relevant in hazardous environments such as construction sites."
11,2023,"Given that most vulnerabilities are done by using the wifi access point as an attack vector, we should first increase the wifi security."
11,2023,"This can be done by simply choosing a longer password or choosing a different security protocol, such as ones that require both a username and password."
11,2023,"This would make brute force attacks difficult if not impossible, preventing further cybersecurity attacks."
11,2023,"A form of end-to-end verification can also be implemented, whether it be via cryptography or some other form of encryption (e.g."
11,2023,"rosauth), to ensure that the external computer and the robot can cooperate on a secured connection."
11,2023,"Assuming that the bad actor gains access to the wifi network, we can implement measures such as setting static IP addresses to prevent ARP spoofing attacks."
11,2023,"This is because the external computers and the robot already know each other's IP and MAC addresses, eliminating the need for requests that most ARP poisoning attacks go for. Otherwise, it is also possible to use a system that detects duplicate IP and MAC addresses to prevent spoofing attacks."
11,2023,"It is also possible to implement safety limitations within the robot to prevent accidents in Human-Robot environments. For example, velocity limits can be placed on the motors and encoders to prevent possible accidents."
11,2023,Advanced implementations could also implement Kalman filters to comparatively evaluate the sensor data.
11,2023,"This would not only reduce noise, but also allow for intervention detection and prevention."
11,2023,It is worth noting that many of the suggested improvements have already been implemented in ROS2.
11,2023,"However, it may be impractical for some systems to initiate a complete upgrade. Therefore, more modular security updates, such as the ones suggested above, may be preferable."
11,2023,There are a variety of potential motivations for interfering with robot operations on a construction site. One may consider first the purpose and function of the robot in question.
11,2023,"In the context of construction, a remotely controlled robot may be used to survey the site for general evaluation & auditing, or for monitoring attributes such as construction soundness and quality (detecting cracks, etc."
11,2023,", or patrolling for site security."
11,2023,"With such functions in mind, some possible motivations for compromising this system are as follows:  It may be possible to seize the system and leverage it with ransomware of some sort, forcing the client to either replace the system altogether or pay up, and in either case disrupting the client's operations by causing a delay and disabling crucial systems, costing money and time."
11,2023,"One may also use the robot to attack the client's intellectual property, stealing information about the construction site or construction methods that might be useful to a competitor - or by injecting malware into the client's computer (as discussed in Question 1), directly attacking information stored on or accessible from said computer. In terms of the particular functions of the robot, one may compromise the robot to hinder an accurate evaluation of the site by the robot - for example, passing falsified sensor data that masks construction faults (or creates fake ones, depending on who is doing the hacking)."
11,2023,Incorrect evaluations of the construction site may adversely affect profits for the responsible construction company.
11,2023,There are also environments where humans and robots are working within the same location.
11,2023,"In these scenarios, the exploits by a malicious bad actor may cause human collateral damage Ówhether intentional or unintentional."
11,2023,This would lead to far more serious and lasting consequences for all parties involved.
11,2023,"Otherwise, in the event that the robot is being used for security purposes, it would be useful for a would-be trespasser to disable patrolling robots to evade detection and tamper with construction efforts, compromising the security of the construction site in general."
12,2023,"Firstly, we would start by using data manipulation tactics with the aim of altering the data being collected from the sensor."
12,2023,"As an example, we could configure the LiDAR sensor or accelerometer that control the robots' movements, to misjudge its surrounding and or orientation. This could lead to collisions or miss navigations which would seriously hinder the productivity of the robot."
12,2023,"Secondly, we could alter the GUI running on the Human Machine Interaction layer using the external computer, we could present false information to human operators misguiding them by providing incorrect robot statuses and the robots surroundings."
12,2023,"Thirdly, we could intrude the network by infiltrating the ROS network itself, if there are any vulnerabilities in the operating system or any of the connecting nods. We could use this gateway to the ROS network with the goal of manipulating the master node."
